Course	Room	Teacher	Time	Students
012353	PK338	0683480	17	188	3126731 3408249 3422256 
005154	BYC239	1020104	17	188	3127044 3153473 3217793 3342720 3417823 
004666	PK338	0775640	17	241	3135241 3196059 3211727 3306703 3316819 3409557 3430506 
005735	BYC106	0031543	98	191	3145694 3329744 3389464 
006501	TH251	3451414	17	188	3152572 3346922 3395005 3404979 3410686 3411992 3423716 3426210 3432445 
007008	DAL212A	0316015	271	233	3152572 3332410 3332425 3336573 3362013 3396618 3397566 3406546 3409062 3410480 3410901 3424250 3430863 3430895 3430972 
001151	DAL300	0408816	271	233	3152623 3211473 3215876 3241876 3258543 3261847 3268127 3304008 3315613 3317266 3322686 3323189 3323602 3324108 3330203 3330334 3331184 3331496 3331737 3332236 3333260 3344231 3346867 3347834 3352587 3357061 3367811 3388844 3388882 3390539 3403481 3404942 3404945 3405705 3406020 3407911 3408292 3409424 3409777 3413362 3417536 3417641 3417778 3421954 3422564 3423366 3423400 3423555 3423577 3423867 3423957 3424449 3424462 3424499 3426890 3427583 3427670 3429787 3432242 3432321 3433028 
005845	CARP17	3212821	189	190	3152743 3155695 3191340 3246830 3405996 3408188 3413306 3422574 3423648 3424806 3428628 3428638 3430709 3430893 
004665	TH102	1137952	192	243	3153306 3212293 3305222 3333459 3357061 3388883 3395143 3423366 3423870 3426351 3428156 3430455 3431074 3431986 
001897	PK128	3448653	17	188	3154498 3194428 3211473 3215666 
002674	TAYSEM	0468281	37	38	3155033 3220189 3247055 3260419 3329757 3335406 3344231 3344476 3349789 3373119 3398026 3405092 3405177 3406660 3410355 3422154 
006557	PK336	0031573	15	14	3160933 3215249 
008810	DAL1	0576472	17	188	3161390 3212165 3212293 3215081 
002433	ROSTUD	0697660	189	190	3166656 3169644 3210027 3306761 
004839	EHII	3452082	15	14	3169335 3389314 3397064 
004036	TAYSEM	3442425	31	34	3171506 3248326 3258543 3265154 3283446 3292462 3299552 3307321 3329668 3332421 3335589 3343092 3388883 3389687 3398464 3405863 
012849	CARP21	3455481	18	16	3173283 3410638 3410686 3417016 3422024 3423375 3426501 3431809 3432458 
012923	CARP21	3426520	15	14	3173283 
012291	PK128	0409956	15	14	3177873 3248182 3331618 
007010	TAYE	0162976	242	244	3179110 3216871 3248326 3259090 3321787 3322686 3323608 3331483 3332738 3343092 3344317 3349875 3364522 3376542 3395332 3396895 3398026 3409422 3409695 3410921 3429511 3431950 
006860	PK337	3427120	17	188	3188399 3307400 3331776 3332871 3405286 3406700 3417786 3418177 
001838	PK229	0168763	192	243	3188879 3192437 3204619 3217540 3236537 3247156 3311452 3323608 3329885 3331184 3331451 3344691 3345567 3366892 3372887 3398828 3405419 3405996 3409695 3416942 3417016 3418591 3419076 3424162 3425204 3426546 3428634 3429105 
004359	TAYB	0989327	15	14	3188887 3244790 3336640 3362013 3404683 3406720 3417572 3421266 3421954 
004832	EHII	0053518	98	32	3189715 3217408 3232225 3252851 3311452 3315789 3326451 3394978 3419088 
012729	EHII	3194193	31	34	3190134 3211128 3213968 3396665 
006848	PK243	0750235	189	190	3191285 3193987 3243105 3252673 3333501 3351610 3352018 3396601 3398166 3407466 3407547 3408037 3408820 3409497 3409792 3410501 3423502 3424681 3424766 3432046 
008778	TAYG	3451239	191	37	3191285 3315789 3329187 3332411 3332425 3333260 3409425 3409695 3422155 
011849	DAL6	0989327	31	34	3192054 3398117 
012443	DAL212E	3426095	98	191	3192437 3311410 3329656 
011317	TH102	3194197	31	34	3192657 3193288 3217415 3322939 3323608 3409758 
008800	TH102	0031572	17	188	3193288 3204248 3217415 3303949 3315789 3322939 3329656 3351178 3405873 3409420 3419088 
002669	CARP25	0897706	15	14	3194428 3217615 3221081 3409781 
003001	TAYE	0492580	31	34	3204243 3204306 3220304 3223593 3251946 3261754 3309190 3322084 3335255 3389864 3390492 3403558 3405615 3406438 3409477 3409934 3410139 
004013	TAYE	0031578	17	188	3204905 3304324 3322777 3323601 3335809 3344476 3345567 3350800 3368051 3389864 3393733 3397250 3408846 3409464 3409777 3418442 3418978 3423725 3425218 3427819 3428580 3428634 3428638 3431786 
002676	TH251	0031572	18	16	3205138 
007043	DAL119	3451991	18	16	3205324 3221081 3231826 3331090 3343092 3388648 3405257 3418000 
008774	DAL10	0031572	98	191	3205450 3215879 3307952 3322949 3335589 3388734 3403676 3406438 3409497 3430972 
002671	CARP25	0989327	189	190	3209294 3304324 
007034	DAL2	0031573	17	188	3209872 3252851 3302457 3407597 3414836 3423648 
003454	CARP25	3393009	98	191	3209949 3211542 3224239 3242936 3275971 3304359 3305199 3329459 3331638 3388458 3396626 3408495 
007080	DAL212E	0031573	192	243	3211335 3214704 
012885	TH104	0770587	15	14	3211643 
012483	TH102	3426520	98	191	3211727 3213402 3217615 3397566 3423375 3426351 
002367	TH224	3208421	242	244	3212293 3308669 3330820 3331184 3333138 3345326 3351382 3366991 3388359 3403427 3405778 3407547 3407566 3409423 3409497 3410516 3412802 3413362 3416942 3419071 3419076 3424073 3424869 3425218 3427788 3427802 3431702 3450544 
003407	TH224	1051448	17	189	3212349 3405677 3408958 3423482 3427670 3428682 3429568 3430249 
004852	TAYSEM	3194193	18	16	3213968 
012658	PK338	0298190	15	14	3214899 3382096 3382098 3382524 3395332 3403576 3405436 3409423 
001423	CARP21	0853792	192	243	3215601 3244921 3251957 3332654 3332761 3366616 3367832 3405705 3414192 3417517 3417778 3421954 3422256 3423580 3424820 3426850 3428628 3428638 3432242 3432930 
003554	EHII	0599596	17	188	3215784 
012317	TH102	0899465	38	35	3215876 3219367 3388359 3396665 3405568 3416098 3425673 3426367 3426890 3427492 3430178 
002663	TH251	0031478	15	14	3216554 3329757 3405296 3425961 
004739	BYC106	0004955	15	14	3216649 3220091 
006038	PK337	0031621	189	190	3216906 3217371 3239030 3307400 3332411 3389756 
007364	CARP21	0031611	189	190	3217372 3224239 3292462 3329459 3351178 3389687 3389864 3389987 3396895 3398026 3398041 3403440 3403580 3407639 3408041 3408223 3408495 3409419 3409464 3410139 3410528 3412856 3413575 3417572 3418635 3422155 3423128 3423500 3426210 3427605 3427788 3430178 3430894 3431702 3431705 3432538 
005141	TAYG	1020104	242	244	3217604 3244790 3244921 3247156 3252374 3254195 3332249 3332421 3335236 3354864 3359529 3388046 3390414 3396808 3404522 3405288 3408846 3409736 3411892 3414711 3421266 3422128 3430123 3431933 3432446 
001562	PEMSTD	0031756	189	190	3217778 
012354	PEMSTD	0492321	98	191	3217778 3249531 3354864 3362013 3396763 3397573 
012355	PEMSTD	3417342	17	188	3217778 3344231 3409594 3424681 
002643	TH129	3421211	98	191	3220537 3315961 3410501 
012721	PK259	0637692	15	14	3221922 
012288	PK227	0409956	189	190	3222944 3250907 3262890 3283446 3308695 3314945 3373902 3405943 
011986	BYC106	0004955	17	188	3228778 3366616 3425181 
002466	TH224	3451425	15	14	3241045 
007881	RCSEM	0470839	189	190	3241876 3244203 3333138 3356346 3358246 3395005 3396701 3431580 
001156	DAL315	3208421	31	34	3242553 3332978 3389488 3405257 3414836 3424660 3431705 
004804	CARP15	0348369	242	244	3242553 3322777 3329812 3350800 3410863 3417778 3419157 
001429	PK338	0030512	18	16	3244179 3247887 3390008 3408797 
011064	BYC239	3195964	98	191	3252374 3330377 3332249 3390193 3398495 
003006	TAYF	0492580	271	233	3246830 3304359 3304723 3306692 3322084 3322141 3330986 3331638 3380907 3403968 3406889 3408049 3409080 3409557 3409721 3429717 
005161	CARP15	0031582	17	188	3246830 3405996 3422128 3422254 
005290	BYC239	3451425	18	16	3254237 
008467	TAYD	0125630	31	34	3265450 3316906 3321831 3332518 3340189 3343234 3349789 3388359 3388914 3390229 3401632 
005722	DAL25	0984701	31	34	3266721 3358729 3388458 3403481 3404971 3405296 3408654 3409588 3409594 3410863 3411329 3412459 3413259 3413362 3414192 3416392 3417823 3419060 3422128 3422154 3422256 3423208 3423580 3424449 3424681 3425017 3425961 3426271 3427461 3428144 
003447	EHII	0031359	35	19	3295766 3306992 3321831 3323493 3331483 3332714 3336037 3340395 3350767 3362124 3382524 3396763 3397567 3404945 3405092 3410638 3423682 3427802 3429674 
002152	PK354	0180723	18	16	3312024 3397844 3404068 3408958 3424051 3424766 3424806 3425017 3426182 3426383 3429787 3431859 
002567	PK232	0031621	15	14	3312024 3404068 3405568 
011531	CARP17	3310251	15	14	3312285 3398464 
012704	RCCON	0431946	18	16	3315059 
004806	CARP13	0032827	18	16	3321871 3397115 3397815 3409588 3425673 3430522 3432123 
004297	PK227	3092832	15	14	3330431 
012723	PK300	0637692	18	16	
012739	DAL212E	3426095	17	188	3332249 
007006	TAYF	3195964	18	16	3332410 3347031 3388844 3407911 3408280 3408776 3409425 3415386 3416785 3422720 3428050 3428144 3429751 3430178 3430864 3432058 
005847	CARP17	0031582	31	34	3332871 3345933 3389756 3390008 3405705 3408274 3422024 3427788 
001158	TH104	1020104	18	16	3350767 3352018 3409495 
006024	PK349	0409737	192	243	3362124 3368107 3405066 3408292 3409594 3410528 3417859 3418442 3422574 3422618 3422805 3423400 3423871 3424051 3426182 3426367 3426383 3426501 3427735 3427806 3429787 3430972 3431778 3431859 3431950 
005119	PK338	3400071	15	14	3388628 3409934 
012771	DAL212A	3448653	31	34	3397573 
012352	GOB	0219846	18	16	3401632 
012759	PEMSTD	1051387	18	16	3406720 
012838	CARP15	3451425	98	191	3419080 
011532	PK349	0856198	18	16	3424361 3430203 
001750	GOCOM	0416447	18	16	3428936 
